,product_id,brand_name,gender,price,rating,season,category_main_id,sub_category_id,product_cluster
0,1,154,2,0.0068908030008335,0.75,0,0.2,0.0,6
1,2,197,2,0.0944151153098082,0.5,0,0.2,0.0,10
2,3,90,2,0.028841344818005,0.25,0,0.2,0.0,17
3,4,86,2,0.0777438177271464,0.5,0,0.2,0.0,4
4,5,115,2,0.0230619616560155,0.0,0,0.2,0.0,2
5,6,3,2,0.2944706863017505,0.75,0,1.0000000000000002,0.0333333333333333,18
6,7,199,2,0.0999722145040288,0.75,2,0.2,0.0,10
7,8,16,4,0.0666296193387051,0.5,0,0.2,0.0,5
8,9,193,4,0.3495415393164768,0.0,0,1.0000000000000002,0.0333333333333333,10
9,10,60,1,0.0166157265907196,0.5,0,0.2,0.0666666666666666,7
10,11,199,4,0.0232842456237843,0.5,2,0.8,0.3,10
11,12,71,2,0.0098916365657126,0.25,2,0.2,0.1,11
12,13,179,2,0.0999722145040288,1.0,0,0.2,0.0,9
13,14,170,2,0.1833287024173381,0.25,0,1.0000000000000002,0.0333333333333333,15
14,15,62,4,0.2083912197832731,0.0,1,0.4000000000000001,0.6,7
15,16,188,2,0.0944151153098082,0.5,0,0.2,0.0,9
16,17,60,4,0.0332870241733814,0.25,0,0.2,0.0,7
17,18,188,2,0.0888580161155876,0.5,0,0.2,0.0666666666666666,9
18,19,199,2,0.0888580161155876,0.25,0,0.2,0.0,10
19,20,7,2,0.2777993887190886,1.0,0,1.0000000000000002,0.0333333333333333,18
20,21,194,4,0.0068908030008335,0.5,0,0.2,0.0,10
21,22,199,4,0.1277577104751319,0.0,0,0.2,0.0,10
22,23,83,4,0.3228674631842178,0.75,3,0.8,0.2333333333333333,4
23,24,22,2,0.0444012225618227,0.0,0,0.2,0.0,13
24,25,165,2,0.0444012225618227,0.5,2,1.0000000000000002,0.4666666666666667,0
25,26,3,2,0.0721867185329258,0.0,0,0.2,0.0,18
26,27,165,4,0.1666574048346763,1.0,0,1.0000000000000002,0.0333333333333333,0
27,28,99,2,0.0694081689358155,1.0,0,0.2,0.0,17
28,29,147,2,0.0944151153098082,0.25,0,1.0000000000000002,0.0333333333333333,6
29,30,40,4,0.0775215337593776,0.5,3,1.0000000000000002,0.0333333333333333,14
30,31,3,2,0.1444290080577938,0.0,0,0.2,0.0,18
31,32,203,3,0.1388719088635732,0.25,0,1.0000000000000002,0.0333333333333333,3
32,33,166,3,0.0277299249791608,0.5,2,0.8,0.3,0
33,34,26,2,0.0664073353709363,0.5,0,0.2,0.0,1
34,35,90,2,0.0270630730758544,0.5,0,0.2,0.0,17
35,36,199,2,0.1925534870797443,0.25,3,0.8,0.1333333333333333,10
36,37,172,2,0.0647402056126701,0.75,0,0.8,0.7,15
37,38,174,4,0.0550152820227841,0.25,0,1.0000000000000002,0.0333333333333333,15
38,39,16,4,0.0610725201444845,0.25,0,0.2,0.0,5
39,40,136,4,0.0750208391219783,0.25,3,0.8,0.3,12
40,41,79,2,0.0498471797721589,0.75,2,1.0000000000000002,0.0333333333333333,4
41,42,199,4,0.0721867185329258,0.5,0,0.2,0.0,10
42,43,167,2,0.0498471797721589,0.25,2,0.8,0.1666666666666666,15
43,44,3,2,0.1944429008057794,0.75,1,1.0000000000000002,0.0333333333333333,18
44,45,165,2,0.4695748819116421,0.25,3,0.8,0.2333333333333333,0
45,46,65,2,0.1666574048346763,0.25,0,1.0000000000000002,0.0333333333333333,11
46,47,83,4,0.5723812170047236,0.5,3,0.8,0.2333333333333333,4
47,48,60,0,0.0388441233676021,0.25,0,0.2,0.0,7
48,49,31,4,0.1666574048346763,0.0,0,0.2,0.0,1
49,50,116,2,0.1110864128924701,0.5,0,0.2,0.0,2
50,51,98,4,0.0605723812170047,0.5,3,1.0000000000000002,0.0333333333333333,17
51,52,38,4,0.0719644345651569,1.0,0,1.0000000000000002,0.0333333333333333,14
52,53,176,4,0.0555154209502639,0.75,0,0.2,0.0,9
53,54,59,3,0.0721867185329258,0.0,2,0.2,0.0,7
54,55,45,2,0.0425118088357877,0.5,0,0.2,0.0,14
55,56,164,2,0.1380939149763823,0.25,1,1.0000000000000002,0.0333333333333333,0
56,57,169,2,0.1330925257015837,0.0,3,1.0000000000000002,0.0333333333333333,15
57,58,88,2,0.0166157265907196,0.5,0,0.2,0.0,4
58,59,211,4,0.0941928313420394,0.5,0,0.2,0.0666666666666666,16
59,60,44,2,0.3333703806612948,0.5,0,1.0000000000000002,0.0333333333333333,14
60,61,145,4,0.1997777160322311,0.5,0,1.0000000000000002,0.0333333333333333,6
61,62,40,4,0.0664073353709363,0.75,3,1.0000000000000002,0.0333333333333333,14
62,63,158,2,0.0555154209502639,0.25,0,0.2,0.0,0
63,64,86,2,0.0721867185329258,1.0,0,0.2,0.0,4
64,65,40,4,0.0664073353709363,0.0,3,1.0000000000000002,0.0333333333333333,14
65,66,172,2,0.0497360377882745,0.75,0,0.8,0.6333333333333333,15
66,67,179,2,0.0999722145040288,0.5,0,0.2,0.0,9
67,68,74,4,0.0138371769936093,0.25,0,0.2,0.0,11
68,69,40,4,0.0416782439566546,1.0,3,1.0000000000000002,0.0333333333333333,14
69,70,165,4,0.0221728257849402,0.0,0,1.0000000000000002,0.0333333333333333,0
